actual,proposed
469.4833679199219,36.496620178222656
472.8938903808594,41.2996826171875
469.4833679199219,45.87324905395508
466.0728454589844,50.22614669799805
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,30.067241668701172
0.0,30.746091842651367
0.0,31.354068756103516
0.0,31.893898010253906
0.0,32.4129638671875
0.0,32.867305755615234
0.0,33.304168701171875
0.0,33.67947006225586
0.0,33.995567321777344
0.0,34.29951095581055
0.0,34.591766357421875
0.0,34.91754150390625
0.0,35.23078536987305
0.0,35.531986236572266
0.0,35.77683639526367
0.0,36.057029724121094
0.0,36.32645034790039
0.0,36.585506439208984
0.0,36.83460235595703
0.0,37.07411575317383
0.0,37.30441665649414
0.0,37.48109436035156
0.0,37.650978088378906
0.0,37.8143310546875
0.0,37.9266357421875
0.0,38.03462600708008
0.0,38.18321990966797
0.0,38.281341552734375
0.0,38.3309211730957
0.0,38.33383560180664
0.0,38.247108459472656
0.0,38.074188232421875
0.0,37.8631591796875
0.0,37.660247802734375
0.0,37.420379638671875
0.0,37.189735412597656
0.0,36.923194885253906
0.0,36.62214660644531
0.0,36.33267593383789
0.0,36.14386749267578
0.0,35.8727912902832
0.0,35.567378997802734
0.0,35.273712158203125
0.0,34.99134063720703
0.0,34.630306243896484
0.0,34.28315734863281
0.0,33.94935989379883
0.0,33.583641052246094
0.0,33.18722152709961
0.0,32.85081100463867
0.0,32.52734375
0.0,32.216312408447266
0.0,31.827720642089844
0.0,31.45407485961914
0.0,31.00527000427246
0.0,30.528968811035156
0.0,30.02622413635254
0.0,29.498050689697266
0.0,28.990192413330078
0.0,28.501867294311523
0.0,28.032323837280273
0.0,27.49131202697754
0.0,26.97110939025879
0.0,26.426151275634766
0.0,25.902151107788086
0.0,25.264019012451172
0.0,24.65043067932129
0.0,24.149965286254883
0.0,23.713512420654297
0.0,23.249080657958984
0.0,22.802513122558594
0.0,22.37312126159668
0.0,21.96024513244629
0.0,21.563247680664062
0.0,21.22628402709961
0.0,20.857515335083008
0.0,20.502931594848633
0.0,20.117225646972656
0.0,19.656827926635742
0.0,19.214136123657227
0.0,18.698945999145508
0.0,18.203569412231445
0.0,17.772008895874023
0.0,17.401811599731445
0.0,17.045852661132812
0.0,16.74834632873535
0.0,16.551807403564453
0.0,16.36282730102539
0.0,16.136356353759766
0.0,15.918595314025879
0.0,15.664445877075195
0.0,15.3753080368042
0.0,15.097290992736816
0.0,14.874731063842773
0.0,14.48167610168457
0.0,13.969451904296875
0.0,13.34263801574707
0.0,12.650409698486328
0.0,11.940041542053223
0.0,11.301758766174316
0.0,10.777548789978027
0.0,10.273500442504883
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.796732902526855
0.0,10.852350234985352
0.0,11.956893920898438
0.0,13.018954277038574
0.0,14.129690170288086
0.0,15.24246883392334
0.0,16.401975631713867
0.0,17.606412887573242
0.0,18.854049682617188
0.0,20.09846305847168
0.0,21.295015335083008
0.0,22.49030876159668
0.0,23.639629364013672
0.0,24.7447452545166
0.0,25.76259422302246
0.0,26.741294860839844
0.0,27.637588500976562
0.0,28.49941062927246
0.0,29.32808494567871
0.0,30.124887466430664
0.0,30.935808181762695
0.0,31.715538024902344
0.0,32.51004409790039
0.0,33.273990631103516
0.0,33.96379089355469
0.0,34.67182540893555
0.0,35.39738845825195
0.0,36.09504699707031
0.0,36.85540008544922
0.0,37.586509704589844
0.0,38.33425521850586
0.0,39.053245544433594
0.0,39.69982147216797
0.0,40.276763916015625
0.0,40.7867546081543
0.0,41.32189178466797
0.0,41.836448669433594
0.0,42.331214904785156
0.0,42.89647674560547
0.0,43.48475646972656
0.0,43.96089172363281
0.0,44.329185485839844
0.0,44.683311462402344
0.0,44.97905731201172
0.0,45.21866226196289
0.0,45.40428924560547
0.0,45.627540588378906
0.0,45.842201232910156
0.0,46.00384521484375
0.0,46.06975173950195
0.0,46.133121490478516
0.0,46.149288177490234
0.0,46.0753059387207
0.0,45.8698844909668
0.0,45.627601623535156
0.0,45.34987258911133
0.0,44.9932975769043
0.0,44.60567092895508
0.0,44.2777214050293
0.0,43.91761779785156
0.0,43.57136535644531
0.0,43.193668365478516
0.0,42.83049774169922
0.0,42.526058197021484
0.0,42.23332595825195
0.0,41.9070930480957
0.0,41.503883361816406
0.0,40.98188781738281
0.0,40.39044952392578
0.0,39.73223114013672
0.0,38.9202766418457
0.0,38.0052604675293
0.0,36.946388244628906
0.0,35.793949127197266
0.0,34.551551818847656
0.0,33.17788314819336
0.0,31.767518997192383
0.0,30.366640090942383
0.0,28.885351181030273
0.0,27.281986236572266
0.0,25.650760650634766
0.0,24.03750991821289
0.0,22.352022171020508
0.0,20.686595916748047
0.0,18.995698928833008
0.0,17.28030776977539
0.0,15.63089370727539
0.0,14.04491901397705
0.0,12.475183486938477
0.0,10.87629508972168
0.0,9.338902473449707
0.0,7.905404567718506
0.0,6.571804046630859
0.0,5.334255695343018
0.0,4.189068794250488
0.0,3.1326913833618164
0.0,2.2064709663391113
0.0,1.4501609802246094
0.0,0.8572306632995605
0.0,0.3766323924064636
0.0,0.048805516213178635
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.06153202801942825
0.0,0.32774287462234497
0.0,0.7180055379867554
0.0,1.3170719146728516
0.0,2.072147846221924
0.0,3.0667595863342285
0.0,4.246931076049805
0.0,5.560765743255615
0.0,7.003118515014648
0.0,8.524287223815918
0.0,10.076472282409668
0.0,11.65848445892334
0.0,13.26917839050293
0.0,14.907448768615723
0.0,16.482707977294922
0.0,17.99738121032715
0.0,19.453798294067383
0.0,20.80943489074707
0.0,22.023405075073242
0.0,23.14592170715332
0.0,24.180500030517578
0.0,25.130521774291992
0.0,25.99924659729004
0.0,26.745031356811523
0.0,27.417367935180664
0.0,28.063844680786133
0.0,28.730222702026367
0.0,29.281442642211914
0.0,29.72193717956543
0.0,30.190250396728516
0.0,30.730079650878906
0.0,31.2491455078125
0.0,31.70348358154297
0.0,32.095584869384766
0.0,32.47260284423828
0.0,32.879886627197266
0.0,33.31626510620117
0.0,33.7806282043457
0.0,34.316654205322266
0.0,34.83206558227539
0.0,35.32765197753906
0.0,35.80418014526367
0.0,36.3071403503418
0.0,36.79075241088867
0.0,37.30052947998047
0.0,37.74593734741211
0.0,38.129451751708984
0.0,38.49821853637695
0.0,38.85279846191406
0.0,39.19374465942383
0.0,39.43204879760742
0.0,39.571659088134766
0.0,39.61637496948242
0.0,39.65937423706055
0.0,39.566429138183594
0.0,39.47705841064453
0.0,39.301597595214844
0.0,39.04336166381836
0.0,38.7950553894043
0.0,38.511539459228516
0.0,38.28369140625
0.0,38.064605712890625
0.0,37.76441955566406
0.0,37.47577667236328
0.0,37.198238372802734
0.0,36.931373596191406
0.0,36.674774169921875
0.0,36.248992919921875
0.0,35.75006103515625
0.0,35.09126663208008
0.0,34.27875900268555
0.0,33.36321258544922
0.0,32.34859085083008
0.0,31.23870277404785
0.0,30.037214279174805
0.0,28.74764633178711
0.0,27.418153762817383
0.0,26.09503173828125
0.0,24.643749237060547
0.0,23.113994598388672
0.0,21.55354881286621
0.0,19.963598251342773
0.0,18.390033721923828
0.0,16.74270248413086
0.0,15.113965034484863
0.0,13.50311279296875
0.0,11.864688873291016
0.0,10.24451732635498
0.0,8.552373886108398
0.0,6.88054895401001
0.0,5.228261947631836
0.0,3.6842873096466064
0.0,2.1996965408325195
0.0,0.7722055912017822
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8200689554214478
0.0,2.0418918132781982
0.0,3.3062450885772705
0.0,4.656259536743164
0.0,6.088637828826904
0.0,7.555451393127441
0.0,9.010612487792969
0.0,10.454569816589355
0.0,11.932513236999512
0.0,13.44313907623291
0.0,14.940428733825684
0.0,16.380128860473633
0.0,17.809221267700195
0.0,19.228111267089844
0.0,20.547664642333984
0.0,21.81646728515625
0.0,23.08123207092285
0.0,24.34211540222168
0.0,25.509740829467773
0.0,26.58769416809082
0.0,27.62418556213379
0.0,28.665576934814453
0.0,29.62215232849121
0.0,30.586698532104492
0.0,31.424619674682617
0.0,32.27507781982422
0.0,33.09282302856445
0.0,33.879119873046875
0.0,34.59040832519531
0.0,35.31910705566406
0.0,35.975013732910156
0.0,36.650455474853516
0.0,37.25515365600586
0.0,37.7470703125
0.0,38.22006607055664
0.0,38.54058074951172
0.0,38.80400848388672
0.0,39.01253890991211
0.0,39.12351989746094
0.0,39.319759368896484
0.0,39.46369171142578
0.0,39.60208511352539
0.0,39.600868225097656
0.0,39.68922424316406
0.0,39.81894302368164
0.0,39.85415267944336
0.0,39.843238830566406
0.0,39.83274841308594
0.0,39.77790069580078
0.0,39.72515869140625
0.0,39.67444610595703
0.0,39.5809211730957
0.0,39.44622802734375
0.0,39.27195358276367
0.0,39.10437774658203
0.0,38.89848709106445
0.0,38.655757904052734
0.0,38.37759780883789
0.0,38.02061080932617
0.0,37.63258743286133
0.0,37.304256439208984
0.0,36.94378662109375
0.0,36.5971794128418
0.0,36.26390838623047
0.0,35.89868927001953
0.0,35.50275421142578
0.0,35.07728958129883
0.0,34.489131927490234
0.0,33.83407211303711
0.0,33.20420455932617
0.0,32.50904083251953
0.0,31.70631980895996
0.0,30.800186157226562
0.0,29.839378356933594
0.0,28.736473083496094
0.0,27.58646011352539
0.0,26.346393585205078
0.0,25.06449317932129
0.0,23.742368698120117
0.0,22.381572723388672
0.0,20.98358917236328
0.0,19.505081176757812
0.0,17.904390335083008
0.0,16.275737762451172
0.0,14.620201110839844
0.0,12.983575820922852
0.0,11.409896850585938
0.0,9.896744728088379
0.0,8.397027969360352
0.0,6.999755382537842
0.0,5.656223773956299
0.0,4.3643670082092285
0.0,3.122196912765503
0.0,1.883038878440857
0.0,0.7363044023513794
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8655465841293335
0.0,1.8618026971817017
0.0,2.864504814147949
0.0,3.9629321098327637
0.0,5.108635425567627
0.0,6.2550368309021
0.0,7.446872711181641
0.0,8.637632369995117
0.0,9.827357292175293
0.0,10.97132396697998
0.0,12.116055488586426
0.0,13.216757774353027
0.0,14.275126457214355
0.0,15.2927885055542
0.0,16.226545333862305
0.0,17.079626083374023
0.0,17.944658279418945
0.0,18.865943908691406
0.0,19.617509841918945
0.0,20.250640869140625
0.0,20.81465721130371
0.0,21.35698127746582
0.0,21.87844467163086
0.0,22.379854202270508
0.0,22.86197853088379
0.0,23.325557708740234
0.0,23.77130889892578
0.0,24.199914932250977
0.0,24.612035751342773
0.0,25.053070068359375
0.0,25.477142333984375
0.0,25.79537582397461
0.0,26.056610107421875
0.0,26.173505783081055
0.0,26.24114227294922
0.0,26.350940704345703
0.0,26.411752700805664
0.0,26.335939407348633
0.0,26.218278884887695
0.0,26.060379028320312
0.0,25.81902503967285
0.0,25.54219627380371
0.0,25.276012420654297
0.0,24.975303649902344
0.0,24.64139747619629
0.0,24.230806350708008
0.0,23.746479034423828
0.0,23.236021041870117
0.0,22.78995704650879
0.0,22.45057487487793
0.0,22.12424659729004
0.0,21.631418228149414
0.0,21.02325439453125
0.0,20.34895896911621
0.0,19.655832290649414
0.0,18.98936653137207
0.0,18.303770065307617
0.0,17.59977912902832
0.0,16.833337783813477
0.0,16.051610946655273
0.0,15.210427284240723
0.0,14.3120698928833
0.0,13.358736991882324
0.0,12.39731216430664
0.0,11.338573455810547
0.0,10.275792121887207
0.0,9.253888130187988
0.0,8.226523399353027
0.0,7.238673210144043
0.0,6.244053363800049
0.0,5.242928504943848
0.0,4.280308723449707
0.0,3.35471248626709
0.0,2.419952630996704
0.0,1.3420909643173218
0.0,0.2609257400035858
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.14369948208332062
0.0,1.3467731475830078
0.0,2.5483381748199463
0.0,3.793212652206421
0.0,5.124497890472412
0.0,6.494106769561768
0.0,7.900561809539795
0.0,9.342449188232422
0.0,10.773643493652344
0.0,12.149791717529297
0.0,13.51777458190918
0.0,14.87790298461914
0.0,16.185718536376953
0.0,17.532760620117188
0.0,18.827991485595703
0.0,20.162935256958008
0.0,21.491296768188477
0.0,22.723806381225586
0.0,23.90890884399414
0.0,25.093196868896484
0.0,26.321456909179688
0.0,27.592002868652344
0.0,28.813682556152344
184.16587829589844,30.122665405273438
0.0,31.336538314819336
0.0,32.458961486816406
0.0,33.582977294921875
0.0,34.663761138916016
0.0,35.70297622680664
0.0,36.70222473144531
0.0,37.66303634643555
0.0,38.58689498901367
0.0,39.38569641113281
0.0,40.06424331665039
0.0,40.67193603515625
0.0,41.25625228881836
0.0,41.81809997558594
0.0,42.358333587646484
0.0,42.87779235839844
0.0,43.37726974487305
0.0,43.81277084350586
0.0,44.23152542114258
0.0,44.63417434692383
0.0,45.02133560180664
0.0,45.39360427856445
0.0,45.930606842041016
0.0,46.446956634521484
0.0,46.943443298339844
0.0,47.376075744628906
184.16580200195312,47.97111892700195
187.57603454589844,48.588035583496094
0.0,49.091705322265625
0.0,49.53123474121094
0.0,49.90909957885742
0.0,50.31719207763672
0.0,50.75435256958008
0.0,51.17469787597656
0.0,51.534114837646484
0.0,51.83494567871094
0.0,52.124202728271484
0.0,52.44710159301758
0.0,52.668052673339844
0.0,52.8805046081543
0.0,53.08478546142578
0.0,53.19168472290039
0.0,53.29447555541992
0.0,53.30378341674805
0.0,53.26797103881836
0.0,53.23353576660156
0.0,53.20042419433594
0.0,52.989540100097656
0.0,52.74199676513672
0.0,52.4592170715332
0.0,52.23207092285156
0.0,51.924137115478516
0.0,51.58328628540039
0.0,51.210777282714844
0.0,50.807838439941406
0.0,50.42039489746094
0.0,50.0478515625
0.0,49.64487838745117
0.0,49.25740051269531
0.0,48.92959213256836
0.0,48.61438751220703
0.0,48.266544342041016
0.0,47.976844787597656
0.0,47.743045806884766
0.0,47.51824188232422
0.0,47.30208206176758
0.0,47.094234466552734
0.0,46.84962463378906
0.0,46.56965637207031
0.0,46.30045700073242
0.0,46.04161071777344
0.0,45.74795913696289
0.0,45.465599060058594
0.0,45.14933776855469
0.0,44.845237731933594
0.0,44.46331024169922
0.0,44.051307678222656
0.0,43.655147552490234
0.0,43.229469299316406
0.0,42.77539825439453
0.0,42.38355255126953
0.0,42.00678253173828
0.0,41.644500732421875
0.0,41.2961540222168
0.0,40.916439056396484
0.0,40.55133056640625
0.0,40.15550231933594
0.0,39.77489471435547
0.0,39.364166259765625
0.0,38.969234466552734
0.0,38.54472732543945
0.0,38.13654708862305
0.0,37.7888298034668
0.0,37.45448684692383
0.0,37.13300323486328
0.0,36.868648529052734
0.0,36.65922164916992
0.0,36.50261688232422
0.0,36.30727005004883
0.0,36.07467269897461
0.0,35.85102462768555
0.0,35.6359748840332
0.0,35.42919921875
0.0,35.23037338256836
0.0,35.08395767211914
0.0,34.98794174194336
0.0,34.940372467041016
0.0,34.89463806152344
0.0,34.80590057373047
0.0,34.720577239990234
0.0,34.728057861328125
0.0,34.78001403808594
0.0,34.78520584106445
0.0,34.79020309448242
0.0,34.795005798339844
0.0,34.79962158203125
0.0,34.84882736206055
0.0,34.94090270996094
0.0,35.02943420410156
0.0,35.0250358581543
0.0,34.976043701171875
0.0,34.973697662353516
0.0,34.97144317626953
0.0,34.92451095581055
0.0,34.78986358642578
0.0,34.61562728881836
0.0,34.44809341430664
0.0,34.28700256347656
0.0,34.087345123291016
0.0,33.89536666870117
0.0,33.666011810302734
0.0,33.40071105957031
0.0,33.100852966308594
0.0,32.76776885986328
0.0,32.40272903442383
0.0,32.00696563720703
0.0,31.581661224365234
0.0,31.26224136352539
0.0,30.955106735229492
0.0,30.6597843170166
0.0,30.375822067260742
0.0,30.147544860839844
0.0,29.92804718017578
0.0,29.761754989624023
0.0,29.55709457397461
0.0,29.360305786132812
0.0,29.17108726501465
0.0,29.03390884399414
0.0,28.902006149291992
0.0,28.73041343688965
0.0,28.565420150756836
0.0,28.49629783630371
0.0,28.47459602355957
0.0,28.4537296295166
0.0,28.344141006469727
0.0,28.194005966186523
0.0,28.094406127929688
0.0,27.953876495361328
0.0,27.818750381469727
0.0,27.733585357666016
0.0,27.651695251464844
0.0,27.572954177856445
0.0,27.497243881225586
0.0,27.4244441986084
0.0,27.39920425415039
0.0,27.374935150146484
0.0,27.306838989257812
0.0,27.196598052978516
0.0,27.18012237548828
0.0,27.209043502807617
0.0,27.192087173461914
0.0,27.0414981842041
0.0,26.896699905395508
0.0,26.71270751953125
0.0,26.535791397094727
0.0,26.32091522216797
0.0,26.11430549621582
0.0,25.91564178466797
0.0,25.724618911743164
0.0,25.540943145751953
0.0,25.364330291748047
0.0,25.19451141357422
0.0,25.031225204467773
0.0,24.918981552124023
0.0,24.855817794799805
0.0,24.750322341918945
0.0,24.648881912231445
0.0,24.506580352783203
0.0,24.369752883911133
0.0,24.282949447631836
0.0,24.199485778808594
0.0,24.0744686126709
0.0,23.909496307373047
0.0,23.661346435546875
0.0,23.37797737121582
0.0,23.105506896972656
0.0,22.798751831054688
0.0,22.459030151367188
0.0,22.087614059448242
0.0,21.73048210144043
0.0,21.431848526000977
0.0,21.14470100402832
0.0,20.86859893798828
0.0,20.60311508178711
0.0,20.347843170166016
0.0,20.102388381958008
0.0,19.866374969482422
0.0,19.63943862915039
0.0,19.376466751098633
0.0,19.12360954284668
0.0,18.880477905273438
0.0,18.646696090698242
0.0,18.421907424926758
0.0,18.250526428222656
0.0,18.085739135742188
0.0,17.927288055419922
0.0,17.73016929626465
0.0,17.495866775512695
0.0,17.27057647705078
0.0,17.009191513061523
0.0,16.668333053588867
0.0,16.251056671142578
0.0,15.80506706237793
0.0,15.42099380493164
0.0,15.096456527709961
0.0,14.784400939941406
0.0,14.5291109085083
0.0,14.32840347290039
0.0,14.180179595947266
0.0,13.992892265319824
0.0,13.812808990478516
0.0,13.63965129852295
0.0,13.428390502929688
0.0,13.18049144744873
0.0,12.98689079284668
0.0,12.800735473632812
0.0,12.621740341186523
0.0,12.494393348693848
0.0,12.416707992553711
0.0,12.297246932983398
0.0,12.048089981079102
0.0,11.853279113769531
0.0,11.665961265563965
0.0,11.485848426818848
0.0,11.267898559570312
0.0,11.013567924499512
0.0,10.724260330200195
0.0,10.490839004516602
0.0,10.221635818481445
0.0,9.918023109436035
0.0,9.581324577331543
0.0,9.212811470031738
0.0,8.85847282409668
0.0,8.47299861907959
0.0,8.102351188659668
0.0,7.790721893310547
0.0,7.491078853607178
0.0,7.20296049118042
0.0,6.9259233474731445
0.0,6.6147780418396
0.0,6.3155999183654785
0.0,5.983165264129639
0.0,5.618752956390381
0.0,5.2683563232421875
0.0,4.886676788330078
0.0,4.474913597106934
0.0,4.034224510192871
0.0,3.565720796585083
0.0,3.0704731941223145
0.0,2.6390368938446045
0.0,2.26895809173584
0.0,1.9578765630722046
0.0,1.6587597131729126
0.0,1.3263837099075317
0.0,0.9620279669761658
0.0,0.6564494371414185
0.0,0.4073874354362488
0.0,0.21266832947731018
0.0,0.07019811868667603
0.0,0.06749819219112396
0.0,0.19919276237487793
0.0,0.3258221745491028
0.0,0.313290536403656
0.0,0.3012408912181854
0.0,0.33441826701164246
0.0,0.36631956696510315
0.0,0.3969939053058624
0.0,0.42648845911026
0.0,0.5443757176399231
0.0,0.6577288508415222
0.0,0.8114819526672363
0.0,1.0488486289978027
0.0,1.3666127920150757
0.0,1.761678695678711
0.0,2.1863131523132324
0.0,2.684142589569092
0.0,3.252351999282837
0.0,3.888230323791504
0.0,4.499651908874512
0.0,5.087557315826416
0.0,5.652851104736328
0.0,6.196402549743652
0.0,6.719048023223877
0.0,7.221591949462891
0.0,7.749570846557617
0.0,8.257243156433105
0.0,8.7006254196167
0.0,9.082195281982422
0.0,9.449089050292969
0.0,9.801872253417969
0.0,10.141085624694824
0.0,10.422490119934082
0.0,10.737833976745605
0.0,11.041049003601074
0.0,11.332602500915527
0.0,11.74722957611084
0.0,12.280200004577637
0.0,12.882194519042969
0.0,13.550561904907227
0.0,14.282751083374023
0.0,15.031538009643555
0.0,15.796289443969727
0.0,16.576391220092773
0.0,17.371252059936523
0.0,18.04601287841797
0.0,18.605300903320312
